"HOTEL_ID","HOTEL_NAME","HOTEL_RATING","NUNBER_RATING","TITLE_RATING","HOTEL_PRICE","HOTEL_PRICE_FREE","ROOM_TYPE","HOTEL_ADDRESS","HOTEL_LOCATION","HOTEL_DISTANCE","HOTEL_CONTENT","NUMBER_DAY","BED_TYPE","HOTEL_URL","HOTEL_IMAGE","HOTEL_PRICE_2"
"10","Mekong Delta Ricefield Lodge","10","37","Exceptional","42","37","Superior Queen Room","Xã Trường Long, Huyện Phong Điền, TP. Cần Thơ, Việt Namnnamed, Road Ấp Trường, Phú 1, Phong Điền, Cầ","Phong Điền","20.7 km from centre
","Tọa lạc tại thành phố Cần Thơ, Mekong Delta Ricefield Lodge có nhà hàng, bếp chung, quầy bar, khu vườn, hồ bơi ngoài trời mở cửa quanh năm, tiện nghi BBQ và tầm nhìn ra khu vườn. Nơi đây có WiFi miễn phí.

Ngoài ra, phòng còn có khu vực ăn uống và khu vực ghế ngồi.

Khách lưu trú tại trang trại nghỉ dưỡng này có thể thưởng thức bữa sáng kiểu lục địa.

Mekong Delta Ricefield Lodge có sân hiên.

Sau một ngày đạp xe, câu cá hoặc chèo thuyền, du khách có thể thư giãn trong khu vực tiếp khách chung.

Chỗ nghỉ cách trung tâm thương mại Vincom Plaza Xuân Khánh 23 km và Chợ nổi Cái Răng 18 km. Sân bay gần nhất là sân bay quốc tế Cần Thơ, nằm trong bán kính 16 km từ Mekong Delta Ricefield Lodge.","1 đêm, 1 người lớn","1 giường đôi lớn","https://www.booking.com/hotel/vn/stiermann-39-s-ricefield-lodge.en-gb.html?label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=c508c9c7dac2c06f5894665110d37164&all_sr_blocks=425249304_238878895_1_1_0&checkin=2021-09-21&checkout=2021-09-22&dest_id=-3709910&dest_type=city&group_adults=1&group_children=0&hapos=11&highlighted_blocks=425249304_238878895_1_1_0&hpos=11&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=425249304_238878895_1_1_0__94999899&srepoch=1631863051&srpvid=e9d63345a15b000a&ucfs=1&from=searchresults;highlight_room=#hotelTmpl","KhachSan/image_hotel/10.jpg","Giá Cao"
"11","Linh Phuong 2 Hotel","8","18","Very good","27","22","Standard Double Room","7 Trần Đại Nghĩa, Cái Khế, Ninh Kiều, Cần Thơ, Việt Nam","Ninh Kiều","1.3 km from centre
","Chỉ cách Bến Ninh Kiều 1,3 km, Linh Phuong 3 cung cấp chỗ ở đầy phong cách được trang bị cửa sổ lớn và máy lạnh. Truy cập Wi-Fi miễn phí có trong toàn bộ khách sạn.

Tòa nhà hiện đại này chỉ cách Bến Ninh Kiều 1,3 km. Chợ Nổi Cái Răng nổi tiếng cách đó 6,8 km trong khi Bảo tàng Cần Thơ cách đó 1 km.

Các phòng được trang bị đầy đủ tiện nghi với phong cách trang trí cổ điển của Việt Nam. Truyền hình cáp, minibar và tiện nghi pha trà / cà phê cũng được cung cấp. Bồn rửa vệ sinh và máy sấy tóc được trang bị trong phòng tắm riêng.

Linh Phuong 3 có quầy lễ tân 24 giờ với chỗ để hành lý. Dịch vụ thu đổi ngoại tệ và giặt / ủi đều được cung cấp ngay trong khuôn viên.

Khách sạn không có nhà hàng tuy nhiên, khách có thể lựa chọn ăn uống trong phòng và bữa sáng có thể được phục vụ tại phòng theo yêu cầu.

Du khách một mình đặc biệt thích địa điểm này - họ cho điểm 9,1 cho kỳ nghỉ dành cho 1 người.","1 đêm, 1 người lớn","1 giường đôi lớn","https://www.booking.com/hotel/vn/linh-phuong-can-tho.en-gb.html?label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=c508c9c7dac2c06f5894665110d37164&all_sr_blocks=50249601_295588111_0_0_0&checkin=2021-09-21&checkout=2021-09-22&dest_id=-3709910&dest_type=city&group_adults=1&group_children=0&hapos=12&highlighted_blocks=50249601_295588111_0_0_0&hpos=12&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=50249601_295588111_0_0_0__61000000&srepoch=1631863051&srpvid=e9d63345a15b000a&ucfs=1&from=searchresults;highlight_room=#hotelTmpl","KhachSan/image_hotel/11.jpg","Giá Cao"
"12","Linh Phuong 3 Hotel","8","16","Very good","35","30","Deluxe Double Room with Balcony","55 Phạm Ngọc Thạch, Cái Khế, Ninh Kiều, Cần Thơ, Việt Nam","Ninh Kiều","1.3 km from centre
","Chỉ cách Bến Ninh Kiều 1,3 km, Linh Phuong 3 cung cấp chỗ ở đầy phong cách được trang bị cửa sổ lớn và máy lạnh. Truy cập Wi-Fi miễn phí có trong toàn bộ khách sạn.

Tòa nhà hiện đại này chỉ cách Bến Ninh Kiều 1,3 km. Chợ Nổi Cái Răng nổi tiếng cách đó 6,8 km trong khi Bảo tàng Cần Thơ cách đó 1 km.

Các phòng được trang bị đầy đủ tiện nghi với phong cách trang trí cổ điển của Việt Nam. Truyền hình cáp, minibar và tiện nghi pha trà / cà phê cũng được cung cấp. Bồn rửa vệ sinh và máy sấy tóc được trang bị trong phòng tắm riêng.

Linh Phuong 3 có quầy lễ tân 24 giờ với chỗ để hành lý. Dịch vụ thu đổi ngoại tệ và giặt / ủi đều được cung cấp ngay trong khuôn viên.

Khách sạn không có nhà hàng tuy nhiên, khách có thể lựa chọn ăn uống trong phòng và bữa sáng có thể được phục vụ tại phòng theo yêu cầu.","1 đêm, 1 người lớn","1 giường đôi cực lớn","https://www.booking.com/hotel/vn/linh-phuong-3.en-gb.html?label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=c508c9c7dac2c06f5894665110d37164&all_sr_blocks=101678402_295588141_2_0_0&checkin=2021-09-21&checkout=2021-09-22&dest_id=-3709910&dest_type=city&group_adults=1&group_children=0&hapos=13&highlighted_blocks=101678402_295588141_2_0_0&hpos=13&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=101678402_295588141_2_0_0__79200000&srepoch=1631863051&srpvid=e9d63345a15b000a&ucfs=1&from=searchresults;highlight_room=#hotelTmpl","KhachSan/image_hotel/12.jpg","Giá Cao"
"13","Song Ngư Pisces Homestay","9","204","Fabulous","25","20","Deluxe Queen Room","Unnamed Road, Mỹ Khánh, Phong Điền, Cần Thơ, Việt Nam","Phong Điền","8.7 km from centre
","Với tầm nhìn ra khu vườn, Song Ngư Song Ngư Homestay tọa lạc tại thành phố Cần Thơ và có nhà hàng, quầy lễ tân 24 giờ, quầy bar, khu vườn và sân hiên. Nhà nghỉ bằng gỗ này có cả Wi-Fi và chỗ đỗ xe riêng miễn phí.

Các phòng nghỉ tại đây có sân, TV màn hình phẳng và phòng tắm riêng với bồn rửa vệ sinh cùng dép.

Khách nghỉ tại Song Ngư Song Ngư Homestay có thể thưởng thức bữa sáng kiểu Á hoặc gọi món.

Chỗ ở này có dịch vụ cho thuê xe hơi trong khi du khách có thể đạp xe ở gần đó.

Song Ngư Song Homestay cách Chợ Nổi Cái Răng 4 km và siêu thị Lotte Mart Cần Thơ 9 km. Sân bay gần nhất là Quốc tế Cần Thơ, cách nhà nghỉ 9 km và nơi nghỉ cung cấp dịch vụ đưa đón sân bay trả phí.

Du khách một mình đặc biệt thích địa điểm này - họ cho điểm 8,8 cho kỳ nghỉ dành cho 1 người.","1 đêm, 1 người lớn","1 giường đôi lớn","https://www.booking.com/hotel/vn/song-ngu-homestay.en-gb.html?label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=c508c9c7dac2c06f5894665110d37164&all_sr_blocks=528322901_276179897_0_1_0&checkin=2021-09-21&checkout=2021-09-22&dest_id=-3709910&dest_type=city&group_adults=1&group_children=0&hapos=14&highlighted_blocks=528322901_276179897_0_1_0&hpos=14&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=528322901_276179897_0_1_0__56000000&srepoch=1631863051&srpvid=e9d63345a15b000a&ucfs=1&from=searchresults;highlight_room=#hotelTmpl","KhachSan/image_hotel/13.jpg","Giá Cao"
"14","Nesta Can Tho Hotel","8","407","Very good","42","37","Superior Twin Room","9C Trần Phú, Cái Khế, Ninh Kiều, Cần Thơ, Việt Nam","Ninh Kiều","2.2 km from centre","Với nhà hàng, Nesta Cần Thơ Hotel nằm ở thành phố Cần Thơ, dọc theo Sông Hậu. Truy cập Wi-Fi miễn phí có trong toàn bộ khuôn viên.

Được trang trí độc đáo, mỗi phòng ở đây đều có truyền hình cáp màn hình phẳng, máy lạnh và minibar. Ngoài ra còn có một ấm đun nước điện. Phòng tắm riêng đi kèm máy sấy tóc, đồ vệ sinh cá nhân miễn phí và dép. Một số phòng nhìn ra sông Hậu hoặc thành phố.

Tại Khách sạn Nesta Cần Thơ, du khách sẽ tìm thấy quầy lễ tân 24 giờ, khu vườn và quầy bar. Các tiện nghi khác được cung cấp tại nơi nghỉ bao gồm dịch vụ đặt vé và chỗ để hành lý. Nơi nghỉ cung cấp chỗ đậu xe miễn phí.

Hotel Nesta cách Bến Ninh Kiều 2,9 km, cách Bảo tàng Cần Thơ 3 km và cách Chợ Nổi Cái Răng 8,2 km. Sân bay Rạch Giá cách đó 102 km trong khi Sân bay Trà Nóc cách đó 16 km.","1 đêm, 1 người lớn","2 giường đơn","https://www.booking.com/hotel/vn/nesta.en-gb.html?label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=c508c9c7dac2c06f5894665110d37164&all_sr_blocks=124809205_295883351_0_41_0&checkin=2021-09-21&checkout=2021-09-22&dest_id=-3709910&dest_type=city&group_adults=1&group_children=0&hapos=15&highlighted_blocks=124809205_295883351_0_41_0&hpos=15&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=124809205_295883351_0_41_0__94999999&srepoch=1631863051&srpvid=e9d63345a15b000a&ucfs=1&from=searchresults;highlight_room=#hotelTmpl","KhachSan/image_hotel/14.jpg","Giá Cao"
"15","Anh Dao Mekong Hotel","8","271","Good","23","18","Standard Double Room","85 Đường Nguyễn An Ninh, Tân An, Ninh Kiều, Cần Thơ, Việt Nam","Ninh Kiều","0.4 km from centre
","Nằm ở trung tâm thành phố, Anh Dao Mekong Hotel có trung tâm dịch vụ doanh nhân, nhà hàng và chỗ đậu xe miễn phí trong khuôn viên. Nơi đây cung cấp truy cập Wi-Fi miễn phí trong toàn bộ khuôn viên và có lễ tân 24 giờ.

Khách sạn cách Bến Ninh Kiều và Chợ An Lạc 500 m. Bảo tàng Cần Thơ, Bảo tàng Quân đội và Chùa Ông cách đó khoảng 1,5 km. Chợ nổi Cái Răng nổi tiếng cách đó 7 km lái xe.

Các phòng máy lạnh được bài trí trang nhã tại đây có tủ quần áo, minibar, truyền hình cáp màn hình phẳng và khu vực tiếp khách. Phòng tắm riêng đi kèm khăn tắm, máy sấy tóc, tiện nghi vòi sen và dép.

Nhân viên thân thiện tại Anh Dao Mekong Hotel có thể hỗ trợ khách với dịch vụ giữ hành lý, giặt là và tiện nghi tổ chức tiệc / hội họp. Các hoạt động tham quan và việc đi lại có thể được thực hiện tại bàn đặt tour trong khi dịch vụ cho thuê xe hơi và đưa đón được cung cấp với một khoản phụ phí.

Phục vụ các món ăn ngon của Việt Nam, nhà hàng trong nhà cũng cung cấp các bữa ăn được giao đến tận phòng. Các lựa chọn ăn uống khác nằm gần đó trong vòng 500 m.","1 đêm, 1 người lớn","1 giường đôi lớn","https://www.booking.com/hotel/vn/anh-dao-mekong.en-gb.html?label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=c508c9c7dac2c06f5894665110d37164&all_sr_blocks=81705212_295291059_2_2_0&checkin=2021-09-21&checkout=2021-09-22&dest_id=-3709910&dest_type=city&group_adults=1&group_children=0&hapos=16&highlighted_blocks=81705212_295291059_2_2_0&hpos=16&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=81705212_295291059_2_2_0__53350000&srepoch=1631863051&srpvid=e9d63345a15b000a&ucfs=1&from=searchresults;highlight_room=#hotelTmpl","KhachSan/image_hotel/15.jpg","Giá Cao"
"16","Con Khuong Resort Can Tho","9","230","Superb","589","584","Family Bungalow","99A Đường Nguyễn Hữu Cầu, Cồn Khương, Ninh Kiều, Cần Thơ 94000, Việt Nam","Ninh Kiều","3.8 km from centre","Cồn Khương Resort Cần Thơ có nhà hàng, hồ bơi ngoài trời, quầy bar và sân vườn tại Cần Thơ. Resort 4 sao này có lễ tân 24 giờ, dịch vụ phòng và Wi-Fi miễn phí. Nơi nghỉ có câu lạc bộ trẻ em, trung tâm dịch vụ doanh nhân và tổ chức các tour du lịch cho khách.

Tại resort, mỗi phòng đều được trang bị máy lạnh, khu vực tiếp khách, truyền hình vệ tinh màn hình phẳng, két an toàn và phòng tắm riêng với vòi sen, áo choàng tắm cùng dép. Tất cả các phòng đều có bàn làm việc và ấm đun nước.

Khách nghỉ tại Cồn Khương Resort Cần Thơ có thể thưởng thức bữa sáng kiểu lục địa.

Chỗ nghỉ có sân chơi cho trẻ em. Khu vực này nổi tiếng với hoạt động đi xe đạp và dịch vụ cho thuê xe hơi có tại Cồn Khương Resort Cần Thơ.

Vincom Plaza Hùng Vương cách resort 2,6 km trong khi Bến Ninh Kiều cách đó 4,3 km. Sân bay gần nhất là Sân bay Quốc tế Cần Thơ, cách Cồn Khương Resort Cần Thơ 7 km.","1 đêm, 1 người lớn","2 giường (1 giường đơn, 1 giường đôi lớn)","https://www.booking.com/hotel/vn/khu-nghi-duong-con-khuong-can-tho-con-khuong-resort.en-gb.html?label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=c508c9c7dac2c06f5894665110d37164&all_sr_blocks=517359110_285694867_3_1_0&checkin=2021-09-21&checkout=2021-09-22&dest_id=-3709910&dest_type=city&group_adults=1&group_children=0&hapos=17&highlighted_blocks=517359110_285694867_3_1_0&hpos=17&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=517359110_285694867_3_1_0__1340000000&srepoch=1631863051&srpvid=e9d63345a15b000a&ucfs=1&from=searchresults;highlight_room=#hotelTmpl","KhachSan/image_hotel/16.jpg","Giá Cao"
"17","Nam Bo Boutique Hotel","9","47","Fabulous","56","51","Twin Room with City View","1 Đường Ngô Quyền, Tân An, Ninh Kiều, Cần Thơ, Việt Nam","Ninh Kiều","0.6 km from centre
","Nam Bo Boutique Hotel tọa lạc tại thành phố Cần Thơ, cách Bến Ninh Kiều 70 m và có nhà hàng, quầy bar và tầm nhìn ra sông. Vincom Plaza Hùng Vương cách Vincom Plaza Hùng Vương khoảng 1,8 km, Vincom Plaza Xuân Khánh 2,3 km và cung cấp Wi-Fi miễn phí. Khách sạn có các phòng dành cho gia đình.

Các phòng nghỉ tại khách sạn được trang bị máy lạnh, khu vực tiếp khách, truyền hình cáp màn hình phẳng, két an toàn và phòng tắm riêng với vòi sen, áo choàng tắm cùng dép. Tại Nam Bo Boutique Hotel, mỗi phòng đều có bộ khăn trải giường và khăn tắm.

Nơi nghỉ cung cấp bữa sáng kiểu Á hoặc gọi món.

Nam Bo Boutique Hotel cách Lotte Mart Cần Thơ 3,8 km và Chợ Nổi Cái Răng 8 km. Sân bay gần nhất là Quốc tế Cần Thơ, cách khách sạn 10 km và nơi nghỉ cung cấp dịch vụ đưa đón sân bay trả phí.","1 đêm, 1 người lớn","2 giường đôi lớn","https://www.booking.com/hotel/vn/nam-bo-boutique.en-gb.html?label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=c508c9c7dac2c06f5894665110d37164&all_sr_blocks=109242502_201576699_2_2_0&checkin=2021-09-21&checkout=2021-09-22&dest_id=-3709910&dest_type=city&group_adults=1&group_children=0&hapos=18&highlighted_blocks=109242502_201576699_2_2_0&hpos=18&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=109242502_201576699_2_2_0__127820000&srepoch=1631863051&srpvid=e9d63345a15b000a&ucfs=1&from=searchresults;highlight_room=#hotelTmpl","KhachSan/image_hotel/17.jpg","Giá Cao"
"18","Binh Minh Eco Lodge","10","65","Exceptional","110","105","Double Room with Lake View","10 Hai Bà Trưng Phường Tân An, Quận Ninh Kiều Can Tho City, 94000, Việt Nam","Ninh Kiều","3.2 km from centre
","Tọa lạc tại Cần Thơ, cách Vincom Plaza Xuân Khánh 16 km, Bình Minh Eco Lodge có một số tiện nghi như quầy bar, khu vườn và tiện nghi tiệc nướng. Trong số các tiện nghi của nơi nghỉ này có nhà hàng, lễ tân 24 giờ và dịch vụ phòng, cùng với Wi-Fi miễn phí trong toàn bộ khuôn viên. Khách sạn có các phòng dành cho gia đình.

Tại khách sạn, mỗi phòng đều có máy lạnh, bàn làm việc, TV màn hình phẳng, phòng tắm riêng, bộ khăn trải giường, khăn tắm và ban công nhìn ra khu vườn. Các phòng nghỉ sẽ cung cấp cho khách tủ quần áo và ấm đun nước.

Bữa sáng gọi món được phục vụ hàng ngày tại Binh Minh Eco Lodge.

Chỗ ở có sân hiên. Khách nghỉ tại Binh Minh Eco Lodge sẽ có thể tham gia các hoạt động trong và xung quanh Cần Thơ, như đạp xe.

Lotte Mart Cần Thơ là 17 km từ khách sạn, trong khi Vincom Plaza Hùng Vương là 17 km. Sân bay gần nhất là Quốc tế Cần Thơ, cách Binh Minh Eco Lodge 11 km và khách sạn cung cấp dịch vụ đưa đón sân bay trả phí.

Du khách một mình đặc biệt thích địa điểm này - họ cho điểm 9,4 cho kỳ nghỉ dành cho 1 người.","1 đêm, 1 người lớn","1 giường đôi lớn","https://www.booking.com/hotel/vn/binh-minh-eco-lodge-can-tho.en-gb.html?label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=c508c9c7dac2c06f5894665110d37164&all_sr_blocks=526025802_266375283_2_1_0&checkin=2021-09-21&checkout=2021-09-22&dest_id=-3709910&dest_type=city&group_adults=1&group_children=0&hapos=19&highlighted_blocks=526025802_266375283_2_1_0&hpos=19&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=526025802_266375283_2_1_0__249999999&srepoch=1631863051&srpvid=e9d63345a15b000a&ucfs=1&from=searchresults;highlight_room=#hotelTmpl","KhachSan/image_hotel/18.jpg","Giá Cao"
"19","Linh Phuong 5 Hotel","9","27","Superb","23","18","Standard Double Room","31-33 Trần Quang Khải, Cái Khế, Ninh Kiều, Cần Thơ 900000, Việt Nam","Ninh Kiều","1.7 km from centre
","Tọa lạc tại thành phố Cần Thơ, cách trung tâm thương mại Vincom Plaza Hùng Vương 1,1 km, Linh Phuong 5 Hotel cung cấp chỗ ở với quầy bar, bãi đậu xe riêng miễn phí, sảnh khách chung và sân hiên. Nơi nghỉ cách Bến Ninh Kiều khoảng 2,3 km, cách siêu thị Lotte Mart Cần Thơ 3 km và cách trung tâm thương mại Vincom Plaza Xuân Khánh 3,8 km. Chỗ nghỉ có lễ tân 24 giờ, dịch vụ phòng và thu đổi ngoại tệ cho khách.

Khách sạn cũng cung cấp dịch vụ cho thuê xe hơi và trung tâm dịch vụ doanh nhân với Wi-Fi miễn phí trong toàn bộ khuôn viên.

Linh Phuong 5 Hotel cách Chợ Nổi Cái Răng 8 km và Sân vận động Cần Thơ 200 m. Và sân bay gần nhất là sân bay quốc tế Cần Thơ 9 km.

Du khách một mình đặc biệt thích địa điểm này - họ cho điểm 9,4 cho kỳ nghỉ dành cho 1 người.","1 đêm, 1 người lớn","1 giường đôi lớn","https://www.booking.com/hotel/vn/huynh-lap-boutique.en-gb.html?label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=c508c9c7dac2c06f5894665110d37164&all_sr_blocks=577755101_295588235_2_0_0&checkin=2021-09-21&checkout=2021-09-22&dest_id=-3709910&dest_type=city&group_adults=1&group_children=0&hapos=20&highlighted_blocks=577755101_295588235_2_0_0&hpos=20&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=577755101_295588235_2_0_0__52800000&srepoch=1631863051&srpvid=e9d63345a15b000a&ucfs=1&from=searchresults;highlight_room=#hotelTmpl","KhachSan/image_hotel/19.jpg","Giá Cao"
"20","Tulip Hotel","8","38","Very good","14","9","Double Room","D5/10 + D5/11 Đường số 2 Khu dân cư, Long Thịnh, Cái Răng, Cần Thơ, Việt Nam","Cái Răng","8.1 km from centre","Tọa lạc tại thành phố Cần Thơ, cách Bến Ninh Kiều 5 km, Tulip Hotel cung cấp chỗ ở với sảnh khách chung, bãi đậu xe riêng miễn phí, khu vườn và sân hiên. Nơi nghỉ này cách trung tâm thương mại Vincom Plaza Xuân Khánh 7 km, trung tâm thương mại Vincom Plaza Hùng Vương 8 km và cách Chợ nổi Cái Răng 8 km. Chỗ nghỉ có lễ tân 24 giờ, dịch vụ đưa đón, dịch vụ phòng và Wi-Fi miễn phí trong toàn bộ khuôn viên.

Tại khách sạn, mỗi phòng đều có bàn làm việc, TV màn hình phẳng, phòng tắm riêng, bộ khăn trải giường và khăn tắm. Các phòng tại Tulip Hotel có máy lạnh và tủ quần áo.

Khách nghỉ tại chỗ nghỉ có thể thưởng thức bữa sáng gọi món.

Đi xe đạp là hoạt động phổ biến trong khu vực này và Tulip Hotel cho thuê xe hơi.

Lotte Mart Cần Thơ là 10 km từ khách sạn, trong khi Bảo tàng Cần Thơ là 6 km. Sân bay gần nhất là Sân bay Quốc tế Cần Thơ, cách Tulip Hotel 13 km.","1 đêm, 1 người lớn","1 giường đôi lớn","https://www.booking.com/hotel/vn/tulip-can-tho.en-gb.html?label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=c508c9c7dac2c06f5894665110d37164&all_sr_blocks=358460909_277355883_0_42_0&checkin=2021-09-21&checkout=2021-09-22&dest_id=-3709910&dest_type=city&group_adults=1&group_children=0&hapos=21&highlighted_blocks=358460909_277355883_0_42_0&hpos=21&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=358460909_277355883_0_42_0__31199999&srepoch=1631863051&srpvid=e9d63345a15b000a&ucfs=1&from=searchresults;highlight_room=#hotelTmpl","KhachSan/image_hotel/20.jpg","Giá Trung Bình"
"21","Kim Thuy Ngan Ha Hotel","7","114","Review score","18","13","Double Room","39-41 Đường Ngô Quyền, Tân An, Ninh Kiều, Cần Thơ 900000, Việt Nam","Ninh Kiều","0.5 km from centre
","Tọa lạc tại thành phố Cần Thơ, cách Bến Ninh Kiều 200 m, Kim Thuy Ngan Ha Hotel cung cấp chỗ ở với xe đạp miễn phí, bãi đậu xe riêng miễn phí, quầy bar và sảnh khách chung. Vincom Plaza Hùng Vương cách Vincom Plaza Hùng Vương khoảng 1,8 km, cách Vincom Plaza Xuân Khánh 2,4 km và cung cấp Wi-Fi miễn phí. Nơi nghỉ có lễ tân 24 giờ, bếp chung và dịch vụ thu đổi ngoại tệ cho khách.

Tại khách sạn, các phòng đều có máy lạnh, bàn làm việc, TV, phòng tắm riêng, bộ khăn trải giường, khăn tắm và sân hiên nhìn ra quang cảnh thành phố. Tất cả các phòng đều có tủ quần áo.

Kim Thuy Ngan Ha Hotel cung cấp dịch vụ cho thuê xe đạp và xe hơi. Đi bộ đường dài cũng như đi xe đạp là hoạt động được ưa thích trong khu vực này.

Lotte Mart Cần Thơ là 3,9 km từ khách sạn, trong khi Chợ Nổi Cái Răng là 7 km từ khách sạn. Sân bay gần nhất là Quốc tế Cần Thơ, cách Kim Thuy Ngan Ha Hotel 10 km và khách sạn cung cấp dịch vụ đưa đón sân bay trả phí.","1 đêm, 1 người lớn","1 giường đôi lớn","https://www.booking.com/hotel/vn/kim-thuy-ngan-ha-can-tho1.en-gb.html?label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=c508c9c7dac2c06f5894665110d37164&all_sr_blocks=410877001_195183097_2_0_0&checkin=2021-09-21&checkout=2021-09-22&dest_id=-3709910&dest_type=city&group_adults=1&group_children=0&hapos=22&highlighted_blocks=410877001_195183097_2_0_0&hpos=22&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=410877001_195183097_2_0_0__40000000&srepoch=1631863051&srpvid=e9d63345a15b000a&ucfs=1&from=searchresults;highlight_room=#hotelTmpl","KhachSan/image_hotel/21.jpg","Giá Trung Bình"
"22","Mỹ Ngọc Hotel","8","46","Good","21","16","Deluxe Double Room","120 Lê Lợi, Cái Khế, Ninh Kiều, Cần Thơ, Việt Nam","Ninh Kiều","0.5 km from centre","Tọa lạc tại thành phố Cần Thơ, cách Bến Ninh Kiều 400 m và cách Vincom Plaza Hùng Vương 2,2 km, My Ngoc Hotel cung cấp chỗ nghỉ với sảnh khách chung và Wi-Fi miễn phí trong toàn bộ khuôn viên cũng như chỗ đỗ xe riêng miễn phí cho những khách lái xe. Khách sạn 2 sao này có máy ATM và dịch vụ trợ giúp đặc biệt. Nơi nghỉ có lễ tân 24 giờ, bếp chung và tổ chức các tour du lịch cho khách.

Tất cả các phòng đều được trang bị máy lạnh, truyền hình vệ tinh màn hình phẳng, tủ lạnh, ấm đun nước, bồn rửa vệ sinh, dép và bàn làm việc. Với phòng tắm chung được trang bị vòi sen và đồ vệ sinh cá nhân miễn phí, các phòng tại khách sạn cũng có tầm nhìn ra hồ. Các phòng có phòng tắm riêng, máy sấy tóc và bộ khăn trải giường.

Mỹ Ngọc Hotel cách trung tâm thương mại Vincom Plaza Xuân Khánh 2,7 km và trung tâm thương mại Lotte Mart Cần Thơ 4,2 km. Sân bay gần nhất là Sân bay Quốc tế Cần Thơ, cách chỗ nghỉ 10 km.","1 đêm, 1 người lớn","1 giường đôi lớn","https://www.booking.com/hotel/vn/my-ngoc-can-tho.en-gb.html?label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=c508c9c7dac2c06f5894665110d37164&all_sr_blocks=364947301_174811008_0_0_0&checkin=2021-09-21&checkout=2021-09-22&dest_id=-3709910&dest_type=city&group_adults=1&group_children=0&hapos=23&highlighted_blocks=364947301_174811008_0_0_0&hpos=23&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=364947301_174811008_0_0_0__47499999&srepoch=1631863051&srpvid=e9d63345a15b000a&ucfs=1&from=searchresults;highlight_room=#hotelTmpl","KhachSan/image_hotel/22.jpg","Giá Cao"
